Student_ID,Name,Age,Marks,Department,Email
4752,Student_4752,,83,BSc CSIT,student4752@example.com
4753,Student_4753,28,40,BCA,student4753@example.com
4754,Student_4754,28,53,BSc CSIT,student4754@example.com
4755,Student_4755,26,63,BSc CSIT,student4755@example.com
4756,Student_4756,23,49,MIT-AI,student4756@example.com
4757,Student_4757,,57,BCA,student4757@example.com
4758,Student_4758,23,84,BCA,student4758@example.com
4759,Student_4759,,48,MIT-AI,student4759@example.com
4760,Student_4760,26,66,BIT,student4760@example.com
4761,Student_4761,21,94,MIT-AI,student4761@example.com
4762,Student_4762,19,58,MIT-AI,student4762@example.com
4763,Student_4763,18,75,BIT,student4763@example.com
4764,Student_4764,,42,BCA,student4764@example.com
4765,Student_4765,20,77,BIT,student4765@example.com
4766,Student_4766,22,48,BSc CSIT,student4766@example.com
4767,Student_4767,18,49,BSc CSIT,student4767@example.com
4768,Student_4768,,48,MIT-AI,student4768@example.com
4769,Student_4769,18,,BSc CSIT,student4769@example.com
4770,Student_4770,,81,BIT,student4770@example.com
4771,Student_4771,,77,BSc CSIT,student4771@example.com
4772,Student_4772,,87,BCA,student4772@example.com
4773,Student_4773,,88,MIT-AI,student4773@example.com
4774,Student_4774,27,82,MIT-AI,student4774@example.com
4775,Student_4775,,59,BCA,student4775@example.com
4776,Student_4776,20,46,BCA,student4776@example.com
4777,Student_4777,,43,MIT-AI,student4777@example.com
4778,Student_4778,,96,BCA,student4778@example.com
4779,Student_4779,,49,BSc CSIT,student4779@example.com
4780,Student_4780,,60,BSc CSIT,student4780@example.com
4781,Student_4781,,53,BSc CSIT,student4781@example.com
4782,Student_4782,,64,BSc CSIT,student4782@example.com
4783,Student_4783,28,56,BIT,student4783@example.com
4784,Student_4784,,67,BIT,student4784@example.com
4785,Student_4785,,53,BIT,student4785@example.com
4786,Student_4786,,91,BIT,student4786@example.com
4787,Student_4787,29,94,BSc CSIT,student4787@example.com
4788,Student_4788,27,,BSc CSIT,student4788@example.com
4789,Student_4789,23,73,BCA,student4789@example.com
4790,Student_4790,,80,BIT,student4790@example.com
4791,Student_4791,,42,BIT,student4791@example.com
4792,Student_4792,28,43,MIT-AI,student4792@example.com
4793,Student_4793,,83,BCA,student4793@example.com
4794,Student_4794,,54,BSc CSIT,student4794@example.com
4795,Student_4795,,59,BCA,student4795@example.com
4796,Student_4796,,47,BCA,student4796@example.com
4797,Student_4797,,89,MIT-AI,student4797@example.com
4798,Student_4798,18,44,MIT-AI,student4798@example.com
4799,Student_4799,,41,BCA,student4799@example.com
4800,Student_4800,22,67,BIT,student4800@example.com
4801,Student_4801,,61,BSc CSIT,student4801@example.com
4802,Student_4802,,48,MIT-AI,student4802@example.com
4803,Student_4803,27,67,MIT-AI,student4803@example.com
4804,Student_4804,,96,BSc CSIT,student4804@example.com
4805,Student_4805,27,85,MIT-AI,student4805@example.com
4806,Student_4806,26,40,BCA,student4806@example.com
4807,Student_4807,,91,BSc CSIT,student4807@example.com
4808,Student_4808,25,,BIT,student4808@example.com
4809,Student_4809,,88,MIT-AI,student4809@example.com
4810,Student_4810,18,81,MIT-AI,student4810@example.com
4811,Student_4811,,41,BCA,student4811@example.com
4812,Student_4812,25,77,BIT,student4812@example.com
4813,Student_4813,,65,MIT-AI,student4813@example.com
4814,Student_4814,27,70,BSc CSIT,student4814@example.com
4815,Student_4815,29,90,BSc CSIT,student4815@example.com
4816,Student_4816,19,80,BCA,student4816@example.com
4817,Student_4817,24,90,BCA,student4817@example.com
4818,Student_4818,21,58,MIT-AI,student4818@example.com
4819,Student_4819,23,70,BCA,student4819@example.com
4820,Student_4820,,48,BSc CSIT,student4820@example.com
4821,Student_4821,,42,BCA,student4821@example.com
4822,Student_4822,,77,BSc CSIT,student4822@example.com
4823,Student_4823,,,MIT-AI,student4823@example.com
4824,Student_4824,,88,BSc CSIT,student4824@example.com
4825,Student_4825,28,84,BCA,student4825@example.com
4826,Student_4826,,84,BSc CSIT,student4826@example.com
4827,Student_4827,19,,BSc CSIT,student4827@example.com
4828,Student_4828,,80,BIT,student4828@example.com
4829,Student_4829,,64,BIT,student4829@example.com
4830,Student_4830,18,64,MIT-AI,student4830@example.com
4831,Student_4831,18,89,BSc CSIT,student4831@example.com
4832,Student_4832,21,40,BSc CSIT,student4832@example.com
4833,Student_4833,19,93,BSc CSIT,student4833@example.com
4834,Student_4834,,,BIT,student4834@example.com
4835,Student_4835,18,59,BSc CSIT,student4835@example.com
4836,Student_4836,,52,BIT,student4836@example.com
4837,Student_4837,,79,MIT-AI,student4837@example.com
4838,Student_4838,,60,BSc CSIT,student4838@example.com
4839,Student_4839,,62,BSc CSIT,student4839@example.com
4840,Student_4840,,80,BCA,student4840@example.com
4841,Student_4841,22,72,BIT,student4841@example.com
4842,Student_4842,28,48,BCA,student4842@example.com
4843,Student_4843,,68,MIT-AI,student4843@example.com
4844,Student_4844,,91,BIT,student4844@example.com
4845,Student_4845,,94,BSc CSIT,student4845@example.com
4846,Student_4846,,71,BSc CSIT,student4846@example.com
4847,Student_4847,28,50,BSc CSIT,student4847@example.com
4848,Student_4848,,91,BSc CSIT,student4848@example.com
4849,Student_4849,21,75,MIT-AI,student4849@example.com
4850,Student_4850,,68,BSc CSIT,student4850@example.com
4851,Student_4851,25,87,BSc CSIT,student4851@example.com
4852,Student_4852,,70,BSc CSIT,student4852@example.com
4853,Student_4853,28,53,BCA,student4853@example.com
4854,Student_4854,,91,MIT-AI,student4854@example.com
4855,Student_4855,23,93,BIT,student4855@example.com
4856,Student_4856,,92,MIT-AI,student4856@example.com
4857,Student_4857,,89,MIT-AI,student4857@example.com
4858,Student_4858,29,64,MIT-AI,student4858@example.com
4859,Student_4859,24,98,BSc CSIT,student4859@example.com
4860,Student_4860,23,93,BCA,student4860@example.com
4861,Student_4861,19,65,BCA,student4861@example.com
4862,Student_4862,25,61,BCA,student4862@example.com
4863,Student_4863,,48,BCA,student4863@example.com
4864,Student_4864,,72,BIT,student4864@example.com
4865,Student_4865,,62,BCA,student4865@example.com
4866,Student_4866,20,74,BSc CSIT,student4866@example.com
4867,Student_4867,,59,BSc CSIT,student4867@example.com
4868,Student_4868,,,BCA,student4868@example.com
4869,Student_4869,19,74,BIT,student4869@example.com
4870,Student_4870,26,85,BCA,student4870@example.com
4871,Student_4871,,69,BSc CSIT,student4871@example.com
4872,Student_4872,,85,BSc CSIT,student4872@example.com
4873,Student_4873,,94,BSc CSIT,student4873@example.com
4874,Student_4874,,69,MIT-AI,student4874@example.com
4875,Student_4875,,61,BSc CSIT,student4875@example.com
4876,Student_4876,28,,BCA,student4876@example.com
4877,Student_4877,27,40,BSc CSIT,student4877@example.com
4878,Student_4878,29,54,BIT,student4878@example.com
4879,Student_4879,,64,MIT-AI,student4879@example.com
4880,Student_4880,19,59,BIT,student4880@example.com
4881,Student_4881,,46,BSc CSIT,student4881@example.com
4882,Student_4882,,55,MIT-AI,student4882@example.com
4883,Student_4883,25,91,MIT-AI,student4883@example.com
4884,Student_4884,,62,MIT-AI,student4884@example.com
4885,Student_4885,,60,BSc CSIT,student4885@example.com
4886,Student_4886,24,40,BIT,student4886@example.com
4887,Student_4887,,86,BSc CSIT,student4887@example.com
4888,Student_4888,27,59,MIT-AI,student4888@example.com
4889,Student_4889,,86,BSc CSIT,student4889@example.com
4890,Student_4890,21,58,MIT-AI,student4890@example.com
4891,Student_4891,,,MIT-AI,student4891@example.com
4892,Student_4892,,77,MIT-AI,student4892@example.com
4893,Student_4893,28,71,BSc CSIT,student4893@example.com
4894,Student_4894,,40,BSc CSIT,student4894@example.com
4895,Student_4895,,69,MIT-AI,student4895@example.com
4896,Student_4896,,55,BCA,student4896@example.com
4897,Student_4897,,66,BIT,student4897@example.com
4898,Student_4898,,57,MIT-AI,student4898@example.com
4899,Student_4899,,52,MIT-AI,student4899@example.com
4900,Student_4900,25,83,MIT-AI,student4900@example.com
4901,Student_4901,,89,MIT-AI,student4901@example.com
4902,Student_4902,20,,MIT-AI,student4902@example.com
4903,Student_4903,,49,BCA,student4903@example.com
4904,Student_4904,,53,BSc CSIT,student4904@example.com
4905,Student_4905,19,91,BCA,student4905@example.com
4906,Student_4906,,68,MIT-AI,student4906@example.com
4907,Student_4907,20,96,MIT-AI,student4907@example.com
4908,Student_4908,,50,MIT-AI,student4908@example.com
4909,Student_4909,20,89,BSc CSIT,student4909@example.com
4910,Student_4910,24,98,BIT,student4910@example.com
4911,Student_4911,27,95,BIT,student4911@example.com
4912,Student_4912,27,66,BCA,student4912@example.com
4913,Student_4913,26,83,BCA,student4913@example.com
4914,Student_4914,,56,BIT,student4914@example.com
4915,Student_4915,,99,MIT-AI,student4915@example.com
4916,Student_4916,24,95,BSc CSIT,student4916@example.com
4917,Student_4917,,42,BCA,student4917@example.com
4918,Student_4918,,70,BSc CSIT,student4918@example.com
4919,Student_4919,27,60,MIT-AI,student4919@example.com
4920,Student_4920,,72,MIT-AI,student4920@example.com
4921,Student_4921,27,40,BCA,student4921@example.com
4922,Student_4922,26,,BIT,student4922@example.com
4923,Student_4923,26,90,BIT,student4923@example.com
4924,Student_4924,25,95,BIT,student4924@example.com
4925,Student_4925,,43,MIT-AI,student4925@example.com
4926,Student_4926,,,MIT-AI,student4926@example.com
4927,Student_4927,,52,BSc CSIT,student4927@example.com
4928,Student_4928,,97,BSc CSIT,student4928@example.com
4929,Student_4929,21,,BSc CSIT,student4929@example.com
4930,Student_4930,21,96,MIT-AI,student4930@example.com
4931,Student_4931,,69,BIT,student4931@example.com
4932,Student_4932,,79,MIT-AI,student4932@example.com
4933,Student_4933,21,91,BSc CSIT,student4933@example.com
4934,Student_4934,,65,BSc CSIT,student4934@example.com
4935,Student_4935,29,95,BSc CSIT,student4935@example.com
4936,Student_4936,,78,BSc CSIT,student4936@example.com
4937,Student_4937,22,92,BCA,student4937@example.com
4938,Student_4938,21,,BSc CSIT,student4938@example.com
4939,Student_4939,18,46,MIT-AI,student4939@example.com
4940,Student_4940,27,53,BCA,student4940@example.com
4941,Student_4941,,65,BIT,student4941@example.com
4942,Student_4942,,57,MIT-AI,student4942@example.com
4943,Student_4943,19,94,MIT-AI,student4943@example.com
4944,Student_4944,,90,BIT,student4944@example.com
4945,Student_4945,24,95,MIT-AI,student4945@example.com
4946,Student_4946,26,63,BCA,student4946@example.com
4947,Student_4947,19,96,BIT,student4947@example.com
4948,Student_4948,26,98,BCA,student4948@example.com
4949,Student_4949,27,91,BSc CSIT,student4949@example.com
4950,Student_4950,26,97,BIT,student4950@example.com
4951,Student_4951,,90,BCA,student4951@example.com
4952,Student_4952,,64,BSc CSIT,student4952@example.com
4953,Student_4953,,96,BCA,student4953@example.com
4954,Student_4954,27,89,BCA,student4954@example.com
4955,Student_4955,,71,MIT-AI,student4955@example.com
4956,Student_4956,27,45,BSc CSIT,student4956@example.com
4957,Student_4957,,55,MIT-AI,student4957@example.com
4958,Student_4958,23,42,BSc CSIT,student4958@example.com
4959,Student_4959,,60,BSc CSIT,student4959@example.com
4960,Student_4960,28,71,MIT-AI,student4960@example.com
4961,Student_4961,26,41,MIT-AI,student4961@example.com
4962,Student_4962,,86,MIT-AI,student4962@example.com
4963,Student_4963,,59,BSc CSIT,student4963@example.com
4964,Student_4964,25,50,BSc CSIT,student4964@example.com
4965,Student_4965,23,90,BSc CSIT,student4965@example.com
4966,Student_4966,,57,BSc CSIT,student4966@example.com
4967,Student_4967,24,93,BSc CSIT,student4967@example.com
4968,Student_4968,20,50,BSc CSIT,student4968@example.com
4969,Student_4969,25,74,BCA,student4969@example.com
4970,Student_4970,,75,MIT-AI,student4970@example.com
4971,Student_4971,,77,BSc CSIT,student4971@example.com
4972,Student_4972,18,51,BCA,student4972@example.com
4973,Student_4973,27,99,BIT,student4973@example.com
4974,Student_4974,25,70,BCA,student4974@example.com
4975,Student_4975,,92,MIT-AI,student4975@example.com
4976,Student_4976,,75,BIT,student4976@example.com
4977,Student_4977,,69,BSc CSIT,student4977@example.com
4978,Student_4978,,83,MIT-AI,student4978@example.com
4979,Student_4979,,43,BIT,student4979@example.com
4980,Student_4980,,41,BCA,student4980@example.com
4981,Student_4981,26,83,BIT,student4981@example.com
4982,Student_4982,,52,MIT-AI,student4982@example.com
4983,Student_4983,25,65,BIT,student4983@example.com
4984,Student_4984,26,68,BCA,student4984@example.com
4985,Student_4985,26,87,BIT,student4985@example.com
4986,Student_4986,,75,BCA,student4986@example.com
4987,Student_4987,29,67,BIT,student4987@example.com
4988,Student_4988,27,47,BCA,student4988@example.com
4989,Student_4989,25,44,BCA,student4989@example.com
4990,Student_4990,20,71,BCA,student4990@example.com
4991,Student_4991,20,69,BSc CSIT,student4991@example.com
4992,Student_4992,19,53,BCA,student4992@example.com
4993,Student_4993,,86,MIT-AI,student4993@example.com
4994,Student_4994,21,82,BCA,student4994@example.com
4995,Student_4995,,49,BSc CSIT,student4995@example.com
4996,Student_4996,19,49,BSc CSIT,student4996@example.com
4997,Student_4997,,95,MIT-AI,student4997@example.com
4998,Student_4998,,45,BCA,student4998@example.com
4999,Student_4999,22,55,BSc CSIT,student4999@example.com
5000,Student_5000,21,99,BSc CSIT,student5000@example.com
5001,Student_5001,,65,BIT,student5001@example.com
5002,Student_5002,,60,BIT,student5002@example.com
5003,Student_5003,21,75,MIT-AI,student5003@example.com
5004,Student_5004,,97,BIT,student5004@example.com
5005,Student_5005,24,80,BCA,student5005@example.com
5006,Student_5006,,81,BIT,student5006@example.com
5007,Student_5007,25,69,BSc CSIT,student5007@example.com
5008,Student_5008,28,44,MIT-AI,student5008@example.com
5009,Student_5009,,,BIT,student5009@example.com
5010,Student_5010,,87,MIT-AI,student5010@example.com
5011,Student_5011,,70,BCA,student5011@example.com
5012,Student_5012,22,50,BCA,student5012@example.com
5013,Student_5013,29,77,BIT,student5013@example.com
5014,Student_5014,19,,BIT,student5014@example.com
5015,Student_5015,,98,BIT,student5015@example.com
5016,Student_5016,,51,BSc CSIT,student5016@example.com
5017,Student_5017,,98,BCA,student5017@example.com
5018,Student_5018,,84,BSc CSIT,student5018@example.com
5019,Student_5019,23,88,BIT,student5019@example.com
5020,Student_5020,27,80,BCA,student5020@example.com
5021,Student_5021,25,99,BSc CSIT,student5021@example.com
5022,Student_5022,,,BSc CSIT,student5022@example.com
5023,Student_5023,27,67,MIT-AI,student5023@example.com
5024,Student_5024,21,98,BSc CSIT,student5024@example.com
5025,Student_5025,19,55,BIT,student5025@example.com
5026,Student_5026,26,92,BIT,student5026@example.com
5027,Student_5027,,42,BSc CSIT,student5027@example.com
5028,Student_5028,,76,MIT-AI,student5028@example.com
5029,Student_5029,25,71,MIT-AI,student5029@example.com
5030,Student_5030,,,MIT-AI,student5030@example.com
5031,Student_5031,,96,BSc CSIT,student5031@example.com
5032,Student_5032,18,94,BSc CSIT,student5032@example.com
5033,Student_5033,24,84,MIT-AI,student5033@example.com
5034,Student_5034,19,57,BSc CSIT,student5034@example.com
5035,Student_5035,,92,BCA,student5035@example.com
5036,Student_5036,,87,BIT,student5036@example.com
5037,Student_5037,22,96,BSc CSIT,student5037@example.com
5038,Student_5038,18,85,BCA,student5038@example.com
5039,Student_5039,19,50,BSc CSIT,student5039@example.com
5040,Student_5040,19,89,BCA,student5040@example.com
5041,Student_5041,27,47,MIT-AI,student5041@example.com
5042,Student_5042,27,51,BIT,student5042@example.com
5043,Student_5043,,90,BSc CSIT,student5043@example.com
5044,Student_5044,28,,BCA,student5044@example.com
5045,Student_5045,29,41,BCA,student5045@example.com
5046,Student_5046,18,80,MIT-AI,student5046@example.com
5047,Student_5047,28,61,BIT,student5047@example.com
5048,Student_5048,21,48,BIT,student5048@example.com
5049,Student_5049,,53,BIT,student5049@example.com
5050,Student_5050,27,54,BCA,student5050@example.com
5051,Student_5051,,,BSc CSIT,student5051@example.com
5052,Student_5052,22,52,BSc CSIT,student5052@example.com
5053,Student_5053,,95,MIT-AI,student5053@example.com
5054,Student_5054,,67,BIT,student5054@example.com
5055,Student_5055,,64,BSc CSIT,student5055@example.com
5056,Student_5056,24,,BCA,student5056@example.com
5057,Student_5057,,45,BCA,student5057@example.com
5058,Student_5058,,94,BIT,student5058@example.com
5059,Student_5059,29,76,MIT-AI,student5059@example.com
5060,Student_5060,,72,MIT-AI,student5060@example.com
5061,Student_5061,20,64,BIT,student5061@example.com
5062,Student_5062,26,89,BCA,student5062@example.com
5063,Student_5063,27,62,MIT-AI,student5063@example.com
5064,Student_5064,,99,BCA,student5064@example.com
5065,Student_5065,19,95,BCA,student5065@example.com
5066,Student_5066,,47,BSc CSIT,student5066@example.com
5067,Student_5067,,56,MIT-AI,student5067@example.com
5068,Student_5068,,70,BCA,student5068@example.com
5069,Student_5069,27,65,BSc CSIT,student5069@example.com
5070,Student_5070,,94,BCA,student5070@example.com
5071,Student_5071,29,96,BIT,student5071@example.com
5072,Student_5072,21,50,MIT-AI,student5072@example.com
5073,Student_5073,21,,BCA,student5073@example.com
5074,Student_5074,,50,MIT-AI,student5074@example.com
5075,Student_5075,18,42,BSc CSIT,student5075@example.com
5076,Student_5076,27,79,MIT-AI,student5076@example.com
5077,Student_5077,29,79,BCA,student5077@example.com
5078,Student_5078,,96,MIT-AI,student5078@example.com
5079,Student_5079,19,95,BIT,student5079@example.com
5080,Student_5080,,92,BIT,student5080@example.com
5081,Student_5081,,60,BSc CSIT,student5081@example.com
5082,Student_5082,,74,BCA,student5082@example.com
5083,Student_5083,29,67,MIT-AI,student5083@example.com
5084,Student_5084,,61,BSc CSIT,student5084@example.com
5085,Student_5085,,,BSc CSIT,student5085@example.com
5086,Student_5086,29,90,BCA,student5086@example.com
5087,Student_5087,22,85,MIT-AI,student5087@example.com
5088,Student_5088,,57,BSc CSIT,student5088@example.com
5089,Student_5089,21,62,BSc CSIT,student5089@example.com
5090,Student_5090,,65,BCA,student5090@example.com
5091,Student_5091,,74,BCA,student5091@example.com
5092,Student_5092,,68,BSc CSIT,student5092@example.com
5093,Student_5093,22,91,MIT-AI,student5093@example.com
5094,Student_5094,,85,BSc CSIT,student5094@example.com
5095,Student_5095,,50,BIT,student5095@example.com
5096,Student_5096,,81,BCA,student5096@example.com
5097,Student_5097,26,95,BIT,student5097@example.com
5098,Student_5098,,85,MIT-AI,student5098@example.com
5099,Student_5099,,40,BCA,student5099@example.com
5100,Student_5100,,55,MIT-AI,student5100@example.com
5101,Student_5101,,64,BIT,student5101@example.com
5102,Student_5102,27,77,MIT-AI,student5102@example.com
5103,Student_5103,26,57,BCA,student5103@example.com
5104,Student_5104,,55,BIT,student5104@example.com
5105,Student_5105,,58,BCA,student5105@example.com
5106,Student_5106,,,BIT,student5106@example.com
5107,Student_5107,,44,BSc CSIT,student5107@example.com
5108,Student_5108,,66,MIT-AI,student5108@example.com
5109,Student_5109,28,83,MIT-AI,student5109@example.com
5110,Student_5110,21,45,BCA,student5110@example.com
5111,Student_5111,28,96,BSc CSIT,student5111@example.com
5112,Student_5112,28,73,BCA,student5112@example.com
5113,Student_5113,19,55,BCA,student5113@example.com
5114,Student_5114,22,92,BIT,student5114@example.com
5115,Student_5115,,62,BSc CSIT,student5115@example.com
5116,Student_5116,29,82,BIT,student5116@example.com
5117,Student_5117,,83,BCA,student5117@example.com
5118,Student_5118,27,,BIT,student5118@example.com
5119,Student_5119,26,82,BIT,student5119@example.com
5120,Student_5120,,62,MIT-AI,student5120@example.com
5121,Student_5121,,59,BSc CSIT,student5121@example.com
5122,Student_5122,25,58,MIT-AI,student5122@example.com
5123,Student_5123,,68,BSc CSIT,student5123@example.com
5124,Student_5124,25,47,MIT-AI,student5124@example.com
5125,Student_5125,22,68,BCA,student5125@example.com
5126,Student_5126,22,57,MIT-AI,student5126@example.com
5127,Student_5127,23,44,BSc CSIT,student5127@example.com
5128,Student_5128,,51,BSc CSIT,student5128@example.com
5129,Student_5129,,,BSc CSIT,student5129@example.com
5130,Student_5130,25,,MIT-AI,student5130@example.com
5131,Student_5131,19,76,BIT,student5131@example.com
5132,Student_5132,23,56,MIT-AI,student5132@example.com
5133,Student_5133,,71,BIT,student5133@example.com
5134,Student_5134,,94,MIT-AI,student5134@example.com
5135,Student_5135,19,43,BCA,student5135@example.com
5136,Student_5136,,70,BCA,student5136@example.com
5137,Student_5137,22,65,MIT-AI,student5137@example.com
5138,Student_5138,,51,MIT-AI,student5138@example.com
5139,Student_5139,26,57,MIT-AI,student5139@example.com
5140,Student_5140,23,47,BCA,student5140@example.com
5141,Student_5141,25,71,BIT,student5141@example.com
5142,Student_5142,,,BSc CSIT,student5142@example.com
5143,Student_5143,24,88,BIT,student5143@example.com
5144,Student_5144,22,79,MIT-AI,student5144@example.com
5145,Student_5145,,52,BCA,student5145@example.com
5146,Student_5146,27,,BSc CSIT,student5146@example.com
5147,Student_5147,27,62,BIT,student5147@example.com
5148,Student_5148,22,42,MIT-AI,student5148@example.com
5149,Student_5149,29,74,BCA,student5149@example.com
5150,Student_5150,,78,BCA,student5150@example.com
5151,Student_5151,,89,BSc CSIT,student5151@example.com
5152,Student_5152,,60,BIT,student5152@example.com
5153,Student_5153,24,46,BCA,student5153@example.com
5154,Student_5154,28,93,MIT-AI,student5154@example.com
5155,Student_5155,19,65,MIT-AI,student5155@example.com
5156,Student_5156,,62,BSc CSIT,student5156@example.com
5157,Student_5157,,71,BIT,student5157@example.com
5158,Student_5158,24,41,BCA,student5158@example.com
5159,Student_5159,,78,BSc CSIT,student5159@example.com
5160,Student_5160,,41,BIT,student5160@example.com
5161,Student_5161,21,78,BIT,student5161@example.com
5162,Student_5162,,85,BCA,student5162@example.com
5163,Student_5163,,54,BSc CSIT,student5163@example.com
5164,Student_5164,,55,BSc CSIT,student5164@example.com
5165,Student_5165,,95,BSc CSIT,student5165@example.com
5166,Student_5166,20,65,BSc CSIT,student5166@example.com
5167,Student_5167,,47,BIT,student5167@example.com
5168,Student_5168,,55,BSc CSIT,student5168@example.com
5169,Student_5169,,60,BSc CSIT,student5169@example.com
5170,Student_5170,25,,BCA,student5170@example.com
5171,Student_5171,,50,MIT-AI,student5171@example.com
5172,Student_5172,19,63,BIT,student5172@example.com
5173,Student_5173,,75,BCA,student5173@example.com
5174,Student_5174,,57,BCA,student5174@example.com
5175,Student_5175,,62,BCA,student5175@example.com
5176,Student_5176,26,52,BIT,student5176@example.com
5177,Student_5177,19,88,MIT-AI,student5177@example.com
5178,Student_5178,,83,BIT,student5178@example.com
5179,Student_5179,28,89,BSc CSIT,student5179@example.com
5180,Student_5180,29,81,MIT-AI,student5180@example.com
5181,Student_5181,,78,BIT,student5181@example.com
5182,Student_5182,24,83,BIT,student5182@example.com
5183,Student_5183,,83,BSc CSIT,student5183@example.com
5184,Student_5184,25,97,BIT,student5184@example.com
5185,Student_5185,18,84,MIT-AI,student5185@example.com
5186,Student_5186,22,40,BCA,student5186@example.com
5187,Student_5187,26,46,BIT,student5187@example.com
5188,Student_5188,,87,BIT,student5188@example.com
5189,Student_5189,21,87,MIT-AI,student5189@example.com
5190,Student_5190,,60,BIT,student5190@example.com
5191,Student_5191,,55,BCA,student5191@example.com
5192,Student_5192,19,,BSc CSIT,student5192@example.com
5193,Student_5193,20,53,BSc CSIT,student5193@example.com
5194,Student_5194,25,82,BSc CSIT,student5194@example.com
5195,Student_5195,,,BCA,student5195@example.com
5196,Student_5196,19,82,BSc CSIT,student5196@example.com
5197,Student_5197,23,41,MIT-AI,student5197@example.com
5198,Student_5198,,70,MIT-AI,student5198@example.com
5199,Student_5199,,78,BCA,student5199@example.com
5200,Student_5200,,48,BCA,student5200@example.com
5201,Student_5201,,,BCA,student5201@example.com
5202,Student_5202,23,53,MIT-AI,student5202@example.com
5203,Student_5203,20,97,BCA,student5203@example.com
5204,Student_5204,26,49,BCA,student5204@example.com
5205,Student_5205,24,87,BSc CSIT,student5205@example.com
5206,Student_5206,,63,BCA,student5206@example.com
5207,Student_5207,19,89,BIT,student5207@example.com
5208,Student_5208,,72,BSc CSIT,student5208@example.com
5209,Student_5209,22,,MIT-AI,student5209@example.com
5210,Student_5210,,73,MIT-AI,student5210@example.com
5211,Student_5211,26,59,MIT-AI,student5211@example.com
5212,Student_5212,,67,BSc CSIT,student5212@example.com
5213,Student_5213,,43,MIT-AI,student5213@example.com
5214,Student_5214,18,73,BSc CSIT,student5214@example.com
5215,Student_5215,,43,BSc CSIT,student5215@example.com
5216,Student_5216,23,94,BIT,student5216@example.com
5217,Student_5217,,45,BIT,student5217@example.com
5218,Student_5218,25,97,BIT,student5218@example.com
5219,Student_5219,,61,BIT,student5219@example.com
5220,Student_5220,,43,BIT,student5220@example.com
5221,Student_5221,,89,MIT-AI,student5221@example.com
5222,Student_5222,,44,MIT-AI,student5222@example.com
5223,Student_5223,,50,MIT-AI,student5223@example.com
5224,Student_5224,,84,BIT,student5224@example.com
5225,Student_5225,,,BCA,student5225@example.com
5226,Student_5226,,58,MIT-AI,student5226@example.com
5227,Student_5227,21,91,MIT-AI,student5227@example.com
5228,Student_5228,19,50,BCA,student5228@example.com
5229,Student_5229,,50,BIT,student5229@example.com
5230,Student_5230,19,92,BSc CSIT,student5230@example.com
5231,Student_5231,28,66,BCA,student5231@example.com
5232,Student_5232,,41,BCA,student5232@example.com
5233,Student_5233,23,93,MIT-AI,student5233@example.com
5234,Student_5234,,86,MIT-AI,student5234@example.com
5235,Student_5235,29,93,BIT,student5235@example.com
5236,Student_5236,,47,BSc CSIT,student5236@example.com
5237,Student_5237,19,,BSc CSIT,student5237@example.com
5238,Student_5238,21,79,BCA,student5238@example.com
5239,Student_5239,,95,BIT,student5239@example.com
5240,Student_5240,,59,BSc CSIT,student5240@example.com
5241,Student_5241,21,62,BCA,student5241@example.com
5242,Student_5242,,54,MIT-AI,student5242@example.com
5243,Student_5243,24,87,BSc CSIT,student5243@example.com
5244,Student_5244,26,52,BCA,student5244@example.com
5245,Student_5245,28,94,BSc CSIT,student5245@example.com
5246,Student_5246,19,70,BIT,student5246@example.com
5247,Student_5247,25,88,BCA,student5247@example.com
5248,Student_5248,20,85,BIT,student5248@example.com
5249,Student_5249,,53,BCA,student5249@example.com
5250,Student_5250,,40,MIT-AI,student5250@example.com
5251,Student_5251,,95,BSc CSIT,student5251@example.com
5252,Student_5252,21,66,MIT-AI,student5252@example.com
5253,Student_5253,20,72,BIT,student5253@example.com
5254,Student_5254,,74,BSc CSIT,student5254@example.com
5255,Student_5255,23,93,MIT-AI,student5255@example.com
5256,Student_5256,27,,BCA,student5256@example.com
5257,Student_5257,,54,BCA,student5257@example.com
5258,Student_5258,24,44,MIT-AI,student5258@example.com
5259,Student_5259,,76,BSc CSIT,student5259@example.com
5260,Student_5260,20,43,BIT,student5260@example.com
5261,Student_5261,,,BCA,student5261@example.com
5262,Student_5262,21,59,BIT,student5262@example.com
5263,Student_5263,20,78,BSc CSIT,student5263@example.com
5264,Student_5264,,61,BSc CSIT,student5264@example.com
5265,Student_5265,20,63,BCA,student5265@example.com
5266,Student_5266,29,86,BIT,student5266@example.com
5267,Student_5267,,50,BSc CSIT,student5267@example.com
5268,Student_5268,,85,BIT,student5268@example.com
5269,Student_5269,26,45,BCA,student5269@example.com
5270,Student_5270,,66,BCA,student5270@example.com
5271,Student_5271,,49,BSc CSIT,student5271@example.com
5272,Student_5272,,78,BSc CSIT,student5272@example.com
5273,Student_5273,,49,BIT,student5273@example.com
5274,Student_5274,22,85,BSc CSIT,student5274@example.com
5275,Student_5275,,65,BCA,student5275@example.com
5276,Student_5276,,76,BSc CSIT,student5276@example.com
5277,Student_5277,,93,MIT-AI,student5277@example.com
5278,Student_5278,,72,BCA,student5278@example.com
5279,Student_5279,23,90,BIT,student5279@example.com
5280,Student_5280,,,BSc CSIT,student5280@example.com
5281,Student_5281,19,47,BSc CSIT,student5281@example.com
